0.29430875,0.14437595,0.8259909
0.29468113,0.14670311,0.82433426
0.29626697,0.14886338,0.8222201
0.29625726,0.1501641,0.8205514
0.2967501,0.15241715,0.81738263
0.30028027,0.15437938,0.8145844
0.29929703,0.15524027,0.81361
0.3010718,0.15707773,0.81039
0.3016864,0.15962753,0.8069374
0.30384398,0.16217075,0.8035479
0.30490386,0.16463438,0.80033845
0.30538183,0.16573176,0.79784226
0.30654424,0.16741717,0.79560786
0.30887902,0.16874191,0.79277194
0.3087679,0.17048724,0.7898139
0.3088594,0.17162868,0.78822005
0.30890614,0.17329428,0.7839018
0.30973202,0.1750629,0.7814547
0.31187648,0.17688476,0.7801733
0.31050253,0.17937604,0.77720463
0.3096882,0.1814646,0.7742645
0.3108241,0.18477193,0.7717403
0.31055388,0.18718095,0.76802766
0.31019795,0.18978137,0.76525307
0.30993432,0.1918874,0.76266515
0.3096131,0.19376981,0.7603966
0.30922398,0.195867,0.7580186
0.30854338,0.19813758,0.7553354
0.30880028,0.19961816,0.75253284
0.30857223,0.20133343,0.7505128
0.30859372,0.20302352,0.74818575
0.30533132,0.20330809,0.74297196
0.30451095,0.20465244,0.740072
0.30557558,0.20825785,0.73901796
0.3075464,0.20913675,0.7383485
0.30740637,0.21138473,0.7355638
0.30677843,0.21326208,0.73272216
0.30708182,0.21533117,0.73004085
0.3140514,0.21240544,0.7357328
0.30916095,0.21875882,0.72633004
0.3098908,0.22036487,0.7252555
0.31026977,0.22292301,0.72088826
0.31111476,0.22530866,0.71722865
0.31203425,0.22759101,0.7139709
0.31175172,0.23038276,0.71050644
0.31344417,0.23268086,0.70663893
0.31379825,0.23449793,0.70403147
0.31504196,0.23571622,0.7019309
0.31702662,0.23741709,0.6993022
0.31578243,0.23843598,0.6949054
0.31670296,0.24071847,0.6917443
0.31394082,0.24201977,0.6915822
0.31417787,0.24519622,0.6866195
0.3184209,0.24546087,0.6860053
0.3190797,0.24753718,0.68364394
0.3181613,0.24905436,0.6804303
0.31691384,0.24804994,0.67856574
0.3189388,0.25310874,0.6749884
0.3179072,0.25470626,0.67165804
0.31812823,0.25622422,0.67005646
0.31629145,0.2579974,0.66547525
0.31930637,0.25982833,0.6640297
0.3186743,0.26157102,0.66146195
0.3167514,0.26362765,0.65699744
0.31791997,0.26496547,0.65626013
0.3163318,0.26669,0.65417135
0.31503928,0.26903784,0.6505766
0.3152121,0.2708907,0.6481776
0.3133073,0.2730302,0.6449913
0.3136822,0.2743208,0.6427027
0.31346536,0.2759813,0.6400908
0.31248355,0.2773947,0.6377046
0.3125531,0.2790081,0.63515043
0.3127814,0.27979082,0.6343231
0.31453967,0.28080606,0.6364567
0.31213313,0.2836148,0.6304045
0.3149934,0.2848886,0.63050824
0.31614578,0.28601462,0.62816894
0.31430703,0.2875008,0.6266643
0.31620145,0.29005855,0.62256
0.3147934,0.2918042,0.62101555
0.31421465,0.2928598,0.619632
0.31706393,0.2941658,0.6179261
0.31887466,0.296896,0.61304986
0.31782043,0.2999483,0.6084913
0.31690046,0.30203426,0.60541105
0.3170318,0.30353537,0.6030663
0.31651133,0.30424947,0.6024888
0.32214314,0.3100893,0.5925909
0.3199854,0.30979896,0.5940489
0.32022262,0.3116219,0.5911684
0.320566,0.31285518,0.5896032
0.32177144,0.3130989,0.5881181
0.32400936,0.31633258,0.58384717
0.32251754,0.31924766,0.58024764
0.3240087,0.32081962,0.57796884
0.32181084,0.32288533,0.5750035
0.32140243,0.32472008,0.5730756
0.32262325,0.32632256,0.5704696
0.32231677,0.32825264,0.56723785
0.32242072,0.32967338,0.5651115
0.32248533,0.3322671,0.56107783
0.3223344,0.33359188,0.55887675
0.3212402,0.33528632,0.5562836
0.32084277,0.3368073,0.5540458
0.32074004,0.33756292,0.552864
0.31887323,0.33974814,0.54982984
0.31903407,0.34038442,0.5488781
0.31815535,0.3417548,0.5465997
0.31665853,0.3420857,0.5456681
0.31276247,0.3430816,0.5456557
0.3113671,0.3445299,0.54295874
0.31162733,0.34609807,0.541084
0.312743,0.34912646,0.53769517
0.31223446,0.34916532,0.5369998
0.3121676,0.34902394,0.5368318
0.31191692,0.3490874,0.53662467
0.31091318,0.35016885,0.5348211
0.310913,0.35016888,0.534821
0.31043664,0.3509479,0.5348113
0.31012535,0.35138696,0.53401434
0.30993277,0.3536492,0.53064394
0.30949956,0.3544441,0.529343
0.30964148,0.35224745,0.53006315
0.30888012,0.35305494,0.5285846
0.30897772,0.3527902,0.5287388
0.30878252,0.3531055,0.5281991
0.3088922,0.3532039,0.5278858
0.30957705,0.35082692,0.53173685
0.30944955,0.35349423,0.527501
0.30955508,0.35109085,0.5311546
0.3096575,0.35325855,0.52743757
0.3101949,0.35326484,0.52714384
0.31056616,0.35254762,0.5285765
0.310777,0.3526346,0.5285313
0.31093645,0.35321558,0.52767473
0.3114925,0.35425133,0.52639437
0.31326872,0.3528551,0.528041
0.312545,0.35415912,0.526796
0.31233,0.35450733,0.52635396
0.3145556,0.35425618,0.5257839
0.31472343,0.35633007,0.522833
0.31558454,0.35527807,0.5239598
0.31569093,0.35558885,0.52333117
0.315831,0.3555708,0.52337044
