PROCESSED TRAINING DATA: FORMAT = X, Y, Z, Angle, Axis X, Axis Y, Axis Z
-70.6014, 80.2573, 3662.96, 1.5473177174187551, -0.337655055389255, 0.8714411023949304, -0.35578008464048055
-39.2637, 52.0592, 3695.36, 0.7507940198191239, -0.8347164544903537, -0.3453942691880214, -0.4288953711747493
241.191, -117.078, 3809.54, 1.9430011802926233, -0.604265579762756, 0.5647067853797159, -0.5621115153242174
267.261, 269.182, 3785.16, 2.603156169426799, -0.7308703807365954, 0.20316408994433174, -0.6515771935227902
241.505, 499.327, 4074.65, 2.462803777243541, -0.7808380823395332, 0.1079562500760561, -0.6153351422093788
283.963, 675.601, 4083.32, 2.5722669541588825, 0.7915390788968552, 0.3525372323328102, 0.49918271844910705
75.6246, -107.348, 3782.63, 2.0586232398756, 0.5887930140020704, 0.6200774163708164, 0.5184850859660776
104.252, 277.157, 3821.14, 2.008638048282086, 0.5710924746121148, 0.6519626561126801, 0.4987966323822869
130.363, 644.393, 3890.38, 2.227454734409112, 0.5930683428766507, 0.5572250346967061, 0.5811800077297894
129.533, 728.603, 3746.16, 1.6355173149004687, 0.09199829023257729, 0.9954611020434273, 0.024362038354119032
133.902, -696.453, 3668.13, 2.070600290137805, -0.5551397735079684, 0.5443225309170394, -0.628913995873514
120.878, -739.472, 3519.06, 2.070600290137805, -0.5551397735079684, 0.5443225309170394, -0.628913995873514
142.403, -775.508, 3553.4, 3.0951470487491464, -0.6985958227361907, -0.05145600799072374, -0.7136638954698517
204.448, -768.928, 3659.21, 2.1461391942752766, 0.5807279749726316, 0.6155613196659836, 0.5327656903510767
92.8141, -765.305, 3551.59, 3.0951470487491464, -0.6985958227361907, -0.05145600799072374, -0.7136638954698517
45.3318, -747.709, 3668.0, 2.0187748048162235, 0.5551397735079684, -0.5443225309170394, 0.6289139958735139
154.574, -110.891, 3779.87, 2.1606680454743303, -0.6771424873306239, 0.42287878109142524, -0.6022056030578977
152.731, -278.566, 3733.0, 2.1580047365841732, -0.6765725332986093, 0.4243657962886881, -0.601800031676777
151.508, -412.21, 3694.11, 2.145796061026374, -0.5849327908322476, 0.5204247479589934, -0.6221026538450195
140.15, -622.232, 3668.52, 2.2418957770590744, -0.6113838009796178, 0.45744486250617794, -0.645719788814327
174.863, -589.657, 3673.22, 3.0319439445371295, 0.7829332591409985, -0.6063389483115809, -0.13917108712394188
308.149, -554.229, 3694.27, 2.0392815498748385, 0.7559161063763394, -0.49879452596480794, -0.424022241148241
359.54, -289.537, 3699.72, 1.706988580474875, 0.6724987529849131, -0.6587550607445168, -0.3373235793377401
361.019, -81.5955, 3610.31, 2.3162192774205157, 0.6250412134461686, -0.43167117922309856, -0.6503717971452028
353.795, 8.10733, 3637.37, 2.613890921636469, 0.6718448328088696, -0.25900862669049335, -0.6939301491705967
350.252, 79.1118, 3715.26, 2.613890921636469, 0.6718448328088696, -0.25900862669049335, -0.6939301491705967
329.865, 40.044, 3664.28, 1.717831112234967, 0.9691974537291341, 0.026479569142048336, -0.2448573627706843
109.317, -585.658, 3674.31, 2.812767080731108, -0.6128213568729491, -0.7791980720009316, 0.1315307916437379
-7.82956, -534.656, 3686.47, 2.351241764662293, -0.5121294541493849, -0.6633393921877415, 0.5456228303183901
-61.8067, -265.219, 3685.19, 2.5717708024086603, -0.5636536842550995, -0.5182117754527478, 0.6432348560267573
-80.1142, -54.7782, 3596.19, 2.440099818070972, -0.7261215728895395, 0.29411995080389786, -0.6214828363869223
-94.5662, 20.8981, 3661.79, 1.4994525991762202, -0.31957268362521246, 0.9012528160714198, -0.292603249134242
-78.9356, 79.3247, 3577.61, 1.4994525991762202, -0.31957268362521246, 0.9012528160714198, -0.292603249134242
-43.7992, 52.9248, 3594.63, 0.7314458228128685, -0.8515109096743938, -0.34828728680584853, 0.39195042614456616
242.317, -115.768, 3793.87, 1.9587415160609338, -0.5711617173997986, 0.6015804383219151, -0.5584579382597448
262.464, 271.712, 3748.06, 2.5759625167020945, -0.7045949381805071, 0.2418664553445268, -0.6671181236254052
253.699, 523.825, 4023.34, 2.3765666359823365, -0.7688200203544682, 0.14367442497314067, -0.6231159088891829
303.11, 699.538, 4012.84, 2.664860967702967, 0.794347036611717, 0.3233825915423234, 0.5142338815301404
75.4514, -106.493, 3767.24, 2.0491407880049377, 0.5874806966890385, 0.6236741709657808, 0.5156519751614533
103.558, 280.341, 3810.68, 1.9930388098504506, 0.5671512538636787, 0.6596075849397773, 0.49321120134357394
128.786, 648.596, 3888.9, 2.2090581978695005, 0.6007372861271668, 0.5556850683048832, 0.5747423926591494
131.487, 734.493, 3744.3, 1.6106781339537197, 0.0893728377808857, 0.9957925671164894, 0.020240038106275064
135.814, -698.594, 3646.04, 2.061684164034571, -0.5787910869466992, 0.5117853579678583, -0.6348831585738981
129.559, -734.885, 3493.6, 2.061684164034571, -0.5787910869466992, 0.5117853579678583, -0.6348831585738981
148.794, -773.126, 3527.54, 3.1166320087130677, -0.714618564752202, -0.07466530555754641, -0.6955180796050531
205.901, -772.547, 3637.29, 2.10258899256973, 0.5922319151299614, 0.6273248272274917, 0.5056925151171371
99.1988, -761.763, 3523.69, 3.1166320087130677, -0.714618564752202, -0.07466530555754641, -0.6955180796050531
45.8087, -748.334, 3639.1, 2.010243135613991, 0.5787910869466993, -0.5117853579678584, 0.6348831585738982
153.525, -108.921, 3759.05, 2.1909010748458964, -0.6663602519246525, 0.4235365174925189, -0.6136618229979953
150.701, -275.42, 3709.0, 2.163228605164541, -0.6602451962277983, 0.43941577308700674, -0.6090895330084601
147.953, -409.541, 3672.56, 2.1247932348218637, -0.5915974972281164, 0.5181811378942934, -0.6176574370992419
136.066, -619.458, 3648.72, 2.221990457774102, -0.6183702947410941, 0.45519508769422623, -0.6406368789890714
170.791, -587.063, 3653.9, 3.044069203412338, 0.7783061701091867, -0.6118833438162884, -0.14084842608338832
303.942, -552.546, 3676.08, 2.08891075879727, 0.7442839183763816, -0.5010043225148447, -0.4416289366286376
358.784, -289.288, 3691.22, 1.7528243819047067, 0.6597626306992712, -0.6649731357226538, -0.3500342838922471
366.994, -80.4669, 3605.04, 2.397009346370668, 0.5677447475628689, -0.4935898451744783, -0.6588133015926507
362.393, 10.7412, 3626.67, 2.676987395486384, 0.6157032522071719, -0.3121701242091173, -0.723504885106366
352.132, 84.8459, 3700.8, 2.676987395486384, 0.6157032522071719, -0.3121701242091173, -0.723504885106366
340.523, 47.2693, 3637.59, 1.7871577869204438, 0.9556440759136338, -0.13756233371420434, -0.2604246618780153
105.347, -582.719, 3653.45, 2.801382433559543, -0.6118202109659064, -0.7793693962874062, 0.13512724959917496
-10.9362, -530.327, 3666.19, 2.4183781664017157, -0.5239501460680202, -0.6460301259661908, 0.5550867686942357
-68.7227, -262.979, 3643.87, 2.668560702432248, -0.57310825685925, -0.4853068782778998, 0.6603212550084326
-83.8363, -64.5472, 3530.74, 2.515283839223503, -0.695595555825211, 0.2373555360233112, -0.6780923036248843
-87.5557, 1.49138, 3607.14, 1.6502707906798328, -0.36659769298449596, 0.8265895434613124, -0.427031448653216
-75.3983, 78.7612, 3539.33, 1.6502707906798328, -0.36659769298449596, 0.8265895434613124, -0.427031448653216
-52.9592, 49.5027, 3548.93, 0.7554291158099781, -0.9573935874013325, -0.2696802495730493, -0.10329608798509698
241.616, -113.647, 3769.8, 1.966887824140761, -0.5553388861207856, 0.6163556455145617, -0.5583049702487459
259.623, 272.332, 3715.58, 2.5093679426459823, -0.685209109887743, 0.2867879223824985, -0.6695081502882374
260.789, 552.683, 3961.45, 2.2426061326244806, -0.7588276117030684, 0.2070576549108937, -0.6175012415046779
316.749, 721.47, 3920.0, 2.7959688237158677, 0.8060472203325254, 0.2646286926327797, 0.5293954416404384
74.0897, -104.66, 3749.36, 2.058372787664182, 0.5606902397448992, 0.6461724992399378, 0.517771722171866
103.245, 279.907, 3805.7, 2.01187453914639, 0.5425681394852537, 0.6771943863287806, 0.4970186889245679
131.291, 645.763, 3891.46, 2.2254227781327582, 0.5881756517296041, 0.5611916087312062, 0.5823344236795006
129.138, 731.686, 3747.12, 1.6427643504128357, 0.08628251196466753, 0.9960303996969939, 0.02188083655881006
131.843, -695.906, 3626.89, 2.168990987289879, -0.5663884563511458, 0.5422477837368893, -0.6206218313470757
116.323, -730.283, 3474.88, 2.168990987289879, -0.5663884563511458, 0.5422477837368893, -0.6206218313470757
141.638, -767.053, 3506.24, 3.0944006685125176, 0.6847296971449849, 0.049007548596868365, 0.727147510501317
207.254, -762.885, 3610.85, 2.0927186177259625, 0.5399209234114363, 0.6338585389176192, 0.5538129188667982
91.1392, -760.243, 3506.68, 3.0944006685125176, 0.6847296971449849, 0.049007548596868365, 0.727147510501317
46.5421, -753.513, 3626.14, 2.0307031085016956, 0.5663884563511458, -0.5422477837368893, 0.6206218313470757
152.437, -108.692, 3742.17, 2.2220280045980108, -0.6513559567472863, 0.43135794706325675, -0.6242321195798882
148.785, -275.044, 3690.62, 2.2054719342109146, -0.6476691717718075, 0.441101779540661, -0.6212518523292171
145.738, -408.465, 3650.83, 2.1263401251669127, -0.599414938044179, 0.5148469557804689, -0.6128901566945557
135.89, -618.699, 3625.52, 2.2247545190435436, -0.625729490835333, 0.4522135460753088, -0.6355828136796567
170.335, -585.996, 3631.39, 3.0593162493249237, 0.7793343557925636, -0.6088551218452475, -0.14809929940482078
303.329, -551.927, 3656.57, 2.1551700997137053, 0.7221725132317705, -0.4991114841676813, -0.47890979057066985
356.157, -289.33, 3689.05, 1.7942252801007663, 0.6262892329884239, -0.6845084652919347, -0.3731085064514773
367.824, -80.3717, 3602.53, 2.931655276396842, 0.31099485222948375, -0.6055984799616857, -0.7324839131031188
363.626, 10.6977, 3625.52, 2.9329403721694347, 0.3111909481154516, -0.6040441939710263, -0.7336830416064553
354.49, 109.998, 3659.97, 2.9329403721694347, 0.3111909481154516, -0.6040441939710263, -0.7336830416064553
339.325, 49.7922, 3629.8, 2.14986656425016, 0.7639309563804497, -0.32568497211549446, -0.5570805981379902
104.752, -582.175, 3630.05, 2.822160354740777, -0.6086596423613029, -0.7825042284124535, 0.13122717811963347
-12.8487, -531.928, 3641.61, 2.4398928481531335, -0.5415039997790114, -0.616942664159964, 0.5710999626707554
-64.6696, -264.982, 3601.14, 2.689213100048084, -0.5862653461561668, -0.4598749305109706, 0.6669392717361303
-77.1763, -72.6147, 3476.93, 2.508208326917748, -0.669828941909927, 0.31870172696219146, -0.6706402894332729
-81.8144, 2.08904, 3545.09, 1.635430384599752, -0.25435136659940105, 0.9304149442580231, -0.26388143892732746
-80.8249, 55.5167, 3456.21, 1.635430384599752, -0.25435136659940105, 0.9304149442580231, -0.26388143892732746
-54.199, 40.6461, 3446.96, 1.0281699697461457, -0.80440756021745, -0.06339042634283276, 0.5906861526335991
241.123, -112.716, 3748.87, 1.9496765157465443, -0.5312711862961769, 0.6488735054307878, -0.5447146964801064
255.422, 269.484, 3668.18, 2.474101984050446, -0.670278575841555, 0.31853510361174836, -0.6702701086389498
261.67, 566.88, 3894.17, 2.168963865924333, -0.7424887807433497, 0.2650267080559392, -0.6152001743231921
317.242, 728.873, 3829.91, 2.8812177271854833, 0.8049701331200799, 0.21972948075803514, 0.5511279706841644
72.4651, -105.064, 3736.13, 2.052034456753668, 0.5583954980077025, 0.6522017510437711, 0.5126668935480119
103.075, 279.195, 3798.34, 2.005576434270862, 0.5400070469345598, 0.6832225833335752, 0.4915275077592423
132.462, 644.249, 3889.86, 2.2240534957783074, 0.5792621178376124, 0.5710332308209557, 0.5817013392940272
128.347, 733.015, 3746.94, 1.6573304640151705, 0.07719403202331115, 0.996933944345362, 0.012798126112160349
132.59, -695.179, 3603.13, 1.871005067193808, -0.5106688308832059, 0.5186412758461229, -0.6857321431529118
116.104, -749.166, 3456.74, 1.871005067193808, -0.5106688308832059, 0.5186412758461229, -0.6857321431529118
128.264, -785.682, 3495.54, 2.882952407592549, -0.7162345508854059, -0.09590066957137447, -0.6912388369396956
186.771, -781.956, 3604.55, 2.2944122114040177, 0.650945123641141, 0.6054546325549883, 0.45792481252441836
81.7339, -765.426, 3490.0, 2.882952407592549, -0.7162345508854059, -0.09590066957137447, -0.6912388369396956
34.452, -726.833, 3602.43, 1.9394208523343046, 0.5106688308832059, -0.518641275846123, 0.6857321431529118
149.223, -108.38, 3725.57, 2.249254341318059, -0.6367858591210389, 0.44277340359693795, -0.6312333029004914
145.468, -274.966, 3674.04, 2.241001394060809, -0.6349271294561241, 0.44774793219794196, -0.6295945754952733
142.475, -408.071, 3632.61, 2.134867178195639, -0.599997307130005, 0.5124893043430805, -0.614294672262985
133.014, -618.353, 3605.4, 2.2333517872021442, -0.6260166064015589, 0.4499263455854409, -0.6369218885056518
167.446, -585.584, 3611.46, 3.020352569061199, 0.7811861838066463, -0.6068348681250321, -0.1466273816764238
300.186, -547.601, 3633.1, 2.164569535040848, 0.7459761492546642, -0.4698492024947833, -0.47197596512767376
357.486, -287.136, 3676.23, 1.7801662763645694, 0.6537235902596967, -0.6585683797132025, -0.372737383126377
366.564, -74.9148, 3596.9, 2.716730474722052, 0.030225731645607563, 0.7614206581698533, 0.6475530761711162
385.382, 14.0694, 3621.18, 2.771793183590672, 0.10921661866729003, 0.456149151677402, 0.8831759063917392
324.655, 100.476, 3618.91, 2.771793183590672, 0.10921661866729003, 0.456149151677402, 0.8831759063917392
341.858, 51.2854, 3631.05, 2.7675927478071305, 0.4895333029711388, -0.3773994112415154, -0.7860832205795546
101.768, -581.898, 3610.37, 2.817640134935392, -0.6060161182394329, -0.78254975927987, 0.1426896586478044
-15.0131, -529.131, 3620.73, 2.4889874863353545, -0.5513641336088679, -0.6045114930798536, 0.5749464730773716
-70.4265, -265.279, 3565.19, 2.780646540724869, -0.5955878997951249, -0.4248316601165292, 0.6817573719295349
-78.6761, -88.2589, 3419.18, 2.2675245123977614, -0.6995911272180313, 0.3431008298176135, -0.6267807234561937
-84.7266, -1.05193, 3470.49, 1.4571019529146478, -0.23350332904817173, 0.9308216153858934, -0.28115354462253783
-65.6702, 47.1277, 3380.5, 1.4571019529146478, -0.23350332904817173, 0.9308216153858934, -0.28115354462253783
-43.3223, 24.1043, 3407.9, 0.735068867812228, -0.9535684404680194, -0.2111703572453939, 0.21474242609284744
238.27, -111.281, 3728.46, 1.9381874174218874, -0.5170995274492014, 0.6606049177563339, -0.5442510646273095
255.264, 268.85, 3636.87, 2.4021466917233356, -0.6537090079350603, 0.35722256142219916, -0.667125606280798
268.37, 588.616, 3830.47, 2.1444089676281957, -0.7031398737066028, 0.34880593721696745, -0.6196198319663886
311.532, 742.608, 3741.22, 2.951229556650938, 0.782039756359212, 0.16754234903611412, 0.6002860824249429
68.9249, -105.765, 3722.97, 2.07602136658192, 0.536204181575157, 0.66451570476487, 0.5204843453766543
100.976, 278.344, 3788.38, 2.0232589520002477, 0.5140809855810536, 0.7010888043912975, 0.4941611362917902
133.568, 641.294, 3888.71, 2.2076497896658283, 0.5672132814647944, 0.5886190776125937, 0.5760179465957977
128.2, 736.024, 3749.46, 1.6678513475324277, 0.057380520809754545, 0.9983278372763011, -0.007000367906369528
129.813, -694.731, 3582.3, 2.1700199953690738, -0.5600851810490554, 0.5633374403016459, -0.6074170876124876
113.371, -734.851, 3431.31, 2.1700199953690738, -0.5600851810490554, 0.5633374403016459, -0.6074170876124876
140.133, -769.934, 3463.67, 3.101448948131875, 0.6805092464464669, 0.02756896016223852, 0.7322206757094712
207.059, -760.377, 3567.54, 2.1052603549070694, 0.5374563319688415, 0.6183100679777241, 0.573439928034298
89.3212, -764.453, 3464.53, 3.101448948131875, 0.6805092464464669, 0.02756896016223852, 0.7322206757094712
45.8554, -754.779, 3584.63, 2.0498818538862356, 0.5600851810490554, -0.5633374403016459, 0.6074170876124877
148.598, -103.767, 3704.66, 2.2550233978809735, -0.6388834456083555, 0.4397242889837255, -0.631245192144346
145.309, -269.717, 3651.8, 2.24625366037793, -0.636936600908668, 0.44498436601836827, -0.6295241698474674
142.686, -402.344, 3609.42, 2.119731870290265, -0.6040732690791631, 0.5130255546324426, -0.6098362615309847
133.287, -612.617, 3584.27, 2.218890683821485, -0.6303457673757256, 0.45050574482848954, -0.632225266363213
167.636, -579.883, 3590.51, 3.034020975358124, 0.7773382588989975, -0.6123556456968955, -0.14410341576455882
300.627, -543.672, 3612.51, 2.202908029036211, 0.7332477809413359, -0.46860610233965166, -0.4927027629257287
355.849, -284.949, 3665.58, 1.8064665782108436, 0.6353791566716325, -0.6689178104312201, -0.3858008426055435
367.149, -72.9491, 3586.75, 2.577761510849609, 0.08965888170368554, 0.7902635101013298, 0.6061723101016491
391.366, 12.8205, 3616.7, 2.7159958931954105, 0.2051401793361995, 0.43206984633405865, 0.8781988127473044
331.981, 98.2503, 3599.2, 2.7159958931954105, 0.2051401793361995, 0.43206984633405865, 0.8781988127473044
347.138, 55.6001, 3616.79, 2.8398148794569025, 0.42666881496736275, -0.41394120373242105, -0.8041184006021131
102.071, -576.109, 3588.38, 2.8202965683416803, -0.6073045250598024, -0.7822065263635463, 0.13904734429741075
-14.9259, -524.266, 3598.96, 2.5149855129373404, -0.5459611797271869, -0.602538333772087, 0.5821288058205463
-68.9901, -261.707, 3537.95, 2.8182458000831625, -0.5897883847243496, -0.41301915081221996, 0.6939487317566013
-71.2845, -90.679, 3385.19, 2.3403856368503275, -0.6932334235954688, 0.3025828520893982, -0.654118519865896
-74.5233, -9.72777, 3445.89, 1.4951901154198914, -0.21717161256762366, 0.9284590204806069, -0.30133094428380575
-57.9852, 39.5512, 3356.15, 1.4951901154198914, -0.21717161256762366, 0.9284590204806069, -0.30133094428380575
-39.5484, 18.2927, 3339.02, 1.1306678480129368, -0.7034523661375824, -0.036603648574211695, 0.7097992261805395
237.534, -106.496, 3707.69, 1.9365617031716573, -0.5207164131459812, 0.6594300951589825, -0.5422235393995719
253.755, 273.333, 3616.82, 2.312888407249048, -0.6399283847778786, 0.4095425426371852, -0.6502050200712426
265.953, 616.234, 3764.54, 2.0708342098701418, -0.6776759198878175, 0.4271512061384814, -0.5985793136240518
303.233, 754.239, 3650.42, 3.045018286201188, 0.7774655523627781, 0.1026406826703243, 0.6204935174119146
68.4005, -101.306, 3701.92, 2.0424118264640065, 0.5384065371029255, 0.6749771219270883, 0.5045039996668619
101.264, 279.347, 3782.46, 1.9975157060314486, 0.5191740142129042, 0.7057929292161517, 0.48199033603853864
133.509, 639.327, 3891.44, 2.208942303772387, 0.5693794766280491, 0.5866785548015239, 0.5758604734922897
128.636, 733.329, 3751.93, 1.6649457231337934, 0.060030711161463905, 0.9981813076782649, -0.005512777807767971
130.309, -689.129, 3561.94, 2.2149227867258743, -0.5859358817510859, 0.56513587840908, -0.5807758443766193
119.956, -726.155, 3409.83, 2.2149227867258743, -0.5859358817510859, 0.56513587840908, -0.5807758443766193
148.478, -760.049, 3441.84, 3.0323247207791644, 0.6876929717915241, 0.009908061875648095, 0.7259340237641506
212.293, -748.553, 3547.27, 2.0381383397131634, 0.5248040816028825, 0.6100638728944462, 0.5936351968355518
97.4602, -758.262, 3441.69, 3.0323247207791644, 0.6876929717915241, 0.009908061875648095, 0.7259340237641506
50.9914, -755.014, 3560.83, 2.089264361403025, 0.5859358817510859, -0.56513587840908, 0.5807758443766192
148.185, -105.676, 3684.12, 2.2615805576442036, -0.6321818098506002, 0.4419191425807234, -0.6364382379420158
143.58, -271.936, 3631.03, 2.2578534481417885, -0.6313457202159297, 0.4441855936903889, -0.6356899715450495
139.93, -404.473, 3587.42, 2.1022494872036295, -0.6064479665330688, 0.5106867788680052, -0.6094422677968171
128.649, -615.286, 3563.55, 2.201824199937259, -0.6331325294030175, 0.4479685687672838, -0.6312427121229428
163.33, -582.792, 3570.05, 3.0334980153333415, 0.7742246654702583, -0.6182719145365349, -0.13533664349611463
297.298, -547.764, 3589.95, 2.2385051330803876, 0.7386085089085025, -0.46448200523280325, -0.48858360326854267
360.217, -291.547, 3649.33, 1.8435582158490367, 0.648314198577551, -0.6576818415577449, -0.3835926162062574
378.967, -77.1498, 3577.22, 2.6071941919852275, 0.058083252500584735, 0.7772340645356179, 0.6265249753237268
399.818, 9.67975, 3607.32, 2.701839793602601, 0.1629173533395788, 0.4481751412964664, 0.8789749590885506
339.88, 96.3617, 3598.65, 2.701839793602601, 0.1629173533395788, 0.4481751412964664, 0.8789749590885506
346.041, 52.8636, 3599.56, 2.6454493885592973, 0.43134045938897353, -0.37864326032592616, -0.8188862494289803
97.6943, -578.345, 3566.99, 2.804661156586503, -0.6066817429813999, -0.7796605901349666, 0.155134222283306
-17.7458, -522.276, 3576.62, 2.571403820153398, -0.5440256474763838, -0.591074790656669, 0.5955389884281936
-69.7068, -262.715, 3500.11, 2.8691366302181613, -0.582641195068037, -0.40281308005285005, 0.7058830358834428
-66.248, -98.38, 3339.45, 2.389617850126686, -0.6219867823766255, 0.35477795451703176, -0.6980437275253487
-59.9951, -15.144, 3397.13, 1.7043080828812824, -0.25240204674861866, 0.8999363270959655, -0.35553876577685806
-58.9433, 48.5397, 3315.0, 1.7043080828812824, -0.25240204674861866, 0.8999363270959655, -0.35553876577685806
-36.2532, -1.34916, 3281.11, 1.2386733714370304, -0.6309627959236755, 0.09140899322823819, 0.7704092069265386
237.354, -108.635, 3685.65, 1.9369881341242399, -0.5302892416062086, 0.6536543999534917, -0.539934482745965
252.183, 273.118, 3598.88, 2.219802136780569, -0.6257413339786341, 0.4642783918085841, -0.6268120594327093
261.904, 634.582, 3696.0, 1.9799422235371968, -0.6483342649164763, 0.5090058062835421, -0.5661941099171323
295.656, 750.232, 3557.81, 3.126672305381273, -0.7748450711510662, -0.031717503460364366, -0.6313549838934837
67.778, -103.008, 3682.74, 2.0264141675841083, 0.5367817162798583, 0.681313514119402, 0.4976718643302244
100.4, 276.714, 3771.62, 1.9828069591974726, 0.5176774016261535, 0.7112791178487002, 0.47549145560984457
132.113, 635.389, 3887.79, 2.1829931471423474, 0.5666941340191868, 0.5984944521725869, 0.56627038522854
129.156, 734.553, 3751.37, 1.6536263208689892, 0.04363646046557896, 0.9987674131050531, -0.0236540448438794
125.166, -692.092, 3541.67, 2.1959762612845886, -0.6071419668092622, 0.5368650712997196, -0.5857939290888287
121.324, -723.126, 3387.56, 2.1959762612845886, -0.6071419668092622, 0.5368650712997196, -0.5857939290888287
147.496, -759.012, 3419.61, 3.0211050305670635, 0.7055035974404701, 0.03085876966879759, 0.7080341872629338
206.502, -753.152, 3528.58, 1.999448712720898, 0.5412769226564846, 0.6198913254613452, 0.5681144582012525
96.4874, -755.898, 3417.1, 3.0211050305670635, 0.7055035974404701, 0.03085876966879759, 0.7080341872629338
44.2573, -755.964, 3534.2, 2.0817759190293645, 0.6071419668092621, -0.5368650712997196, 0.5857939290888288
153.823, -100.563, 3664.38, 2.268474434357761, -0.6151405921634925, 0.44942887963570216, -0.647777534360482
145.7, -266.679, 3612.85, 2.249795404081774, -0.6106466689397161, 0.4612779759913153, -0.6436872490411663
139.224, -400.114, 3573.75, 2.1122379831726206, -0.6113435957205144, 0.4994775229589751, -0.6138250663098395
127.391, -609.685, 3544.86, 2.212552181759572, -0.6374536639822534, 0.4368086674130016, -0.6347054547965364
162.052, -577.564, 3552.28, 3.0073629322224695, 0.7809560553743895, -0.613339724551213, -0.11799161775954942
296.445, -542.881, 3566.43, 2.242824193941869, 0.7491250239011645, -0.45513296508202006, -0.48131661373853335
362.974, -288.912, 3628.16, 1.8754467030225799, 0.6725230657880491, -0.6284453972176881, -0.39085689030506493
385.918, -71.4121, 3569.8, 2.4849023620135933, 0.09898135900812656, 0.7973760419819491, 0.5953101193849346
409.124, 12.1985, 3605.89, 2.6454126180451447, 0.2363068723869361, 0.43272757264964534, 0.8700033965056976
351.848, 98.6772, 3586.87, 2.6454126180451447, 0.2363068723869361, 0.43272757264964534, 0.8700033965056976
351.18, 57.3964, 3589.72, 2.670329811263632, 0.3797207850135179, -0.3762951240807608, -0.8451118890547941
96.6264, -572.83, 3549.02, 2.828871965639719, -0.5985904078342315, -0.7854924898571568, 0.15713393022149258
-19.3121, -518.279, 3556.47, 2.5968128916727937, -0.544853308918272, -0.5827474352711922, 0.6029430308459148
-68.9922, -261.556, 3471.98, 2.9298212781413606, -0.5834292418538849, -0.37130835101311027, 0.7223160168636205
-56.5761, -111.863, 3298.83, 2.3048494105470274, -0.6373493727515231, 0.3740261635072175, -0.6737137419299923
-53.2252, -24.1968, 3349.25, 1.5672314284323678, -0.06999353025777508, 0.9828372608877827, -0.17068047437435369
-49.8467, 0.384824, 3248.61, 1.5672314284323678, -0.06999353025777508, 0.9828372608877827, -0.17068047437435369
-35.3486, 0.456288, 3248.08, 1.0858036150044328, -0.8138145098336488, 0.07668169565881744, 0.5760432806092842
242.712, -104.331, 3662.52, 1.9612748414450358, -0.534388684323739, 0.6496005150486648, -0.5407845272520773
251.75, 278.238, 3583.71, 2.153198876768197, -0.6030224365472243, 0.5190888051020879, -0.6057315853068382
258.729, 648.268, 3633.24, 1.9136570105213229, -0.6081175326441464, 0.5884128293898518, -0.5328821714978133
286.045, 739.323, 3477.07, 3.025104037417911, -0.7636086354250212, 0.03457251484584519, -0.64475312571679
73.6669, -97.1651, 3666.06, 2.0236628103931085, 0.51901937398168, 0.6914447232142588, 0.5025167501395573
102.756, 279.928, 3762.39, 1.9817487109849716, 0.4994728565287002, 0.7212847961339072, 0.47986988700806016
131.891, 635.472, 3885.32, 2.16878204153577, 0.5654982505906996, 0.5991140572298891, 0.566810440101803
128.923, 735.6, 3750.18, 1.6470437606125499, 0.0348941567097223, 0.999111136695074, -0.023650250725829308
123.772, -685.727, 3521.19, 2.1442911854254803, -0.6183856797945718, 0.5321029071993315, -0.578330050382154
126.779, -720.087, 3368.21, 2.1442911854254803, -0.6183856797945718, 0.5321029071993315, -0.578330050382154
150.534, -755.651, 3402.19, 3.0498593375515415, 0.722945964527965, 0.02873770922821345, 0.6903066539162469
204.13, -748.507, 3513.47, 1.9933814248816215, 0.569552617291604, 0.6048816216888753, 0.5565321552968165
99.9232, -751.59, 3397.12, 3.0498593375515415, 0.722945964527965, 0.02873770922821345, 0.6903066539162469
42.2205, -747.958, 3511.17, 2.0929260541237538, 0.6183856797945718, -0.5321029071993315, 0.578330050382154
155.473, -96.4597, 3642.28, 2.2651226852687447, -0.6172883586356146, 0.4452976216237686, -0.648587010715728
146.77, -262.336, 3589.99, 2.2478948127143075, -0.6131646483311619, 0.4561931233508542, -0.6449162335096822
139.814, -395.49, 3549.96, 2.109051626712412, -0.6120717969584759, 0.5034737770674631, -0.6098215076343608
129.186, -605.393, 3522.82, 2.209486471802217, -0.6382397962930312, 0.44094068466648273, -0.6310477597089491
163.659, -573.017, 3530.06, 2.986895880954707, 0.7772537376485582, -0.6172844812366161, -0.12180515808367019
297.413, -535.449, 3543.05, 2.2454389409811406, 0.747052655123729, -0.4504883787813414, -0.4888481881479623
361.173, -281.581, 3608.2, 1.8876767785574755, 0.6727737908074117, -0.6206384928337784, -0.40271986245483476
383.559, -62.6359, 3555.14, 2.42461175138464, 0.1195938951265922, 0.8170820309611531, 0.5639807221251865
410.239, 18.0891, 3595.21, 2.663950947970133, 0.29053316505680377, 0.37465477785779283, 0.8804682148893304
349.529, 97.8653, 3562.43, 2.663950947970133, 0.29053316505680377, 0.37465477785779283, 0.8804682148893304
352.311, 64.7634, 3579.83, 2.7494694509526774, 0.36701634246712983, -0.37578126182818633, -0.8509332803580234
98.2078, -568.666, 3526.59, 2.822674822086034, -0.6010007278999874, -0.7835587909125619, 0.15758726549861002
-17.4713, -513.575, 3534.42, 2.5960198355258277, -0.5545394040301372, -0.57401554522311, 0.6024883428084862
